Orthogroup	Actinidia_chinensis	Aegilops_tauschii	Arabidopsis_thaliana	Brachypodium_distachyon	Brassica_napus	Brassica_oleracea	Brassica_rapa	Cajanus_cajan	Capsella_rubella	Capsicum_annuum	Chenopodium_quinoa	Cicer_arietinum	Citrullus_lanatus	Citrus_trifoliata	Cocos_nucifera	Cucumis_sativus	Cucurbita_moschata	Daucus_carota	Elaeis_guineensis	Eucalyptus_grandis	Eustoma_grandiflorum	Fagopyrum_esculentum	Fragaria_vesca	Glycine_soja	Helianthus_annuus	Hordeum_vulgare	Lactuca_sativa	Linum_usitatissimum	Lotus_japonicus	Manihot_esculenta	Marchantia_paleacea	Medicago_truncatula	Musa_acuminata	Musa_balbisiana	Nicotiana_benthamiana	Oryza_sativa	Panax_ginseng	Phaseolus_vulgaris	Phoenix_dactylifera	Poncirus_trifoliata	Populus_trichocarpa	Ricinus_communis	Sesamum_indicum	Setaria_italica	Solanum_lycopersicum	Solanum_pennellii	Solanum_tuberosum	Sorghum_bicolor	Trifolium_pratense	Triticum_aestivum	Triticum_turgidum	Triticum_urartu	Vigna_radiata	Vitis_vinifera	Zea_mays	Adiantum_capillusveneris	Alsophila_spinulosa	Amaranthus_hybridus	Amborella_trichopoda	Ananas_comosus	Apostasia_shenzhenica	Arabidopsis_halleri	Arabidopsis_lyrata	Arachis_hypogaea	Azolla_filiculoides	Boechera_stricta	Brassica_cretica	Brassica_juncea	Brassica_rapa_FPsc	Camelina_sativa_Acsn226	Camelina_sativa_Ames1043	Camelina_sativa_Borowska	Camelina_sativa_CAM116	Camelina_sativa_CAM70	Camelina_sativa_CN113611	Camelina_sativa_Giessen4	Camelina_sativa_Joelle	Camelina_sativa_Licalla	Camelina_sativa_Lindo	Camelina_sativa_Prytzh	Camelina_sativa_Svalof	Capsella_grandiflora	Cardamine_enshiensis	Carica_papaya	Castanea_mollissima	Cephalotus_follicularis	Ceratodon_purpureus	Ceratopteris_richardii	Chara_braunii	Chlamydomonas_reinhardii	Citrus_sinensis	Crambe_hispanica	Cucumis_melo	Dendrobium_catenatum	Descurainia_sophioides	Diptychocarpus_strictus	Ectocarpus_siliculosus	Eruca_vesicaria	Euclidium_syriacum	Eutrema_salsugineum	Ginkgo_biloba	Glycine_max	Gossypium_raimondii	Iberis_amara	Isatis_tinctoria	Klebsormidium_nitens	Lens_culinaris	Lens_ervoides	Lobularia_maritima	Lunaria_annua	Lupinus_angustifolius	Malcolmia_maritima	Malus_domestica	Marchantia_polymorpha	Marsilea_vestita	Megacarpaea_delavayi	Megadenia_pygmaea	Metasequoia_glyptostroboides	Morus_notabilis	Nelumbo_nucifera	Orychophragmus_violaceus	Physcomitrella_patens	Prunus_persica	Rosa_chinensis	Salvinia_cucullata	Schrenkiella_parvula	Selaginella_moellendorffii	Sinapis_alba	Sphagnum_fallax	Spinacia_oleracea	Spirodela_polyrhiza	Tarenaya_hassleriana	Thlaspi_arvense	Thlaspi_arvense_var_AK34W	Thlaspi_arvense_var_Ames_32873	Thlaspi_arvense_var_LorettoMN	Thlaspi_arvense_var_MN106	Thlaspi_arvense_var_MN134	Thlaspi_arvense_var_PI650286	Vicia_faba	Zostera_marina
OG0005296	3	1	1	1	5	2	2	1	1	2	2	2	1	1	2	1	2	1	2	2	2	2	1	2	5	1	2	5	1	2	0	2	3	1	3	1	2	1	2	1	2	1	2	1	2	2	2	1	2	3	2	2	2	1	2	1	0	1	1	1	1	1	2	4	0	1	3	4	4	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	0	1	1	1	1	2	1	1	1	1	4	2	1	1	0	2	2	1	3	0	2	3	1	2	4	1	2	0	1	2	1	0	1	2	4	0	2	0	0	1	0	2	1	1	3	2	2	2	3	3	4	2	3	2	3
OG0005297	2	1	1	1	7	3	3	1	1	1	2	3	1	2	1	1	2	2	1	2	3	1	1	2	2	1	1	4	1	1	1	2	3	1	3	1	5	2	1	1	1	2	1	1	2	1	2	2	2	3	2	3	1	1	2	1	1	0	2	1	2	1	1	1	1	1	2	6	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	2	1	1	1	1	3	3	1	1	1	1	1	5	1	1	1	2	2	1	3	1	2	3	0	2	2	1	2	1	1	1	2	2	1	4	3	1	4	1	1	1	1	6	1	1	1	1	1	1	1	1	1	1	1	2	1
OG0005298	2	1	2	2	4	2	3	1	2	2	2	1	2	3	1	1	2	2	2	1	1	2	2	2	2	1	2	2	1	1	1	1	6	2	4	2	2	1	2	2	2	2	1	1	2	2	3	1	1	3	0	1	1	1	3	0	2	1	2	2	1	2	1	4	1	1	1	4	2	3	4	3	4	4	3	3	3	3	3	3	3	2	2	2	2	2	1	3	1	1	2	1	1	1	1	1	1	3	2	1	1	2	3	3	5	1	2	2	1	2	2	1	2	1	2	1	2	2	1	4	2	1	2	4	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
OG0005299	4	1	1	0	1	2	1	1	1	2	5	2	2	2	1	2	3	3	1	1	3	2	1	2	3	1	2	1	1	1	0	2	2	2	4	1	3	2	1	2	2	1	2	1	2	2	2	1	3	3	2	3	2	2	1	0	0	2	0	1	0	0	1	2	0	1	2	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	0	0	0	0	2	2	2	0	1	1	0	4	1	1	0	2	2	1	2	0	2	2	1	1	1	1	2	0	0	0	0	0	1	2	2	0	2	0	0	1	0	3	0	0	1	2	1	1	1	1	1	1	1	3	1
OG0005300	3	1	1	1	4	2	3	1	1	1	2	1	2	4	0	2	2	2	1	1	3	1	2	2	3	1	2	2	1	2	1	1	6	2	2	1	4	1	1	4	2	1	3	1	1	1	1	1	1	3	2	3	1	1	2	1	1	1	1	2	1	1	2	4	2	1	0	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	2	2	2	1	3	2	2	2	2	1	1	1	1	3	1	1	0	2	2	3	0	1	1	1	2	2	1	1	5	1	2	2	1	0	1	2	3	3	4	1	1	1	1	3	1	1	2	3	1	1	1	1	1	1	1	1	1
OG0005301	3	9	1	2	2	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	3	1	3	2	1	2	1	1	2	1	1	3	1	2	3	4	1	1	1	1	1	1	1	1	1	1	1	1	12	2	5	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	0	2	6	1	2	1	1	1	1	2	3	2	2	1	2	1	1	1	1	1	2	1	2	0	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	6	1
OG0005302	4	2	2	2	2	1	1	1	2	1	2	1	1	1	2	1	2	1	2	2	5	2	1	2	3	2	2	2	1	2	1	1	6	2	2	1	2	1	3	1	2	1	1	2	1	1	1	1	1	3	4	4	1	1	2	2	7	1	3	1	1	5	2	7	2	2	1	2	1	6	6	6	6	6	6	6	6	6	6	6	6	2	5	1	0	1	1	1	0	1	2	2	1	1	2	1	2	2	1	1	1	2	2	1	4	1	1	1	1	2	1	2	2	1	1	2	1	1	1	4	4	1	2	0	3	2	0	3	1	1	2	2	1	1	1	1	1	1	1	3	1
OG0005303	2	3	1	1	4	2	2	1	1	2	4	1	0	2	3	1	1	1	1	4	2	2	1	2	1	1	1	2	2	1	1	2	3	1	3	1	3	1	2	1	1	1	2	1	2	2	1	1	2	5	4	5	2	1	1	1	0	2	1	1	0	1	1	2	1	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	0	3	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1	4	0	1	1	1	5	2	3	1	2	1	1	1	1	1	1	1	1	1
OG0005304	3	1	1	1	6	3	3	2	1	1	2	2	1	1	2	1	2	1	2	1	4	2	1	4	2	1	2	2	2	2	1	2	3	2	2	1	4	2	2	1	2	1	1	1	1	1	1	1	1	3	2	3	2	1	1	1	1	1	1	1	2	1	1	4	1	1	2	5	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	1	1	0	1	1	2	1	2	1	1	0	3	1	1	0	4	2	3	7	1	2	2	2	2	3	1	3	1	1	2	1	1	1	1	2	1	2	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1
OG0005305	2	1	2	1	7	4	5	2	2	1	2	2	1	1	1	1	2	1	1	1	2	2	1	4	1	1	2	3	3	2	0	2	5	1	2	1	2	2	1	1	2	1	1	1	1	1	1	1	3	3	1	3	2	1	1	0	3	2	1	2	0	2	2	2	0	2	6	7	4	6	6	6	7	6	6	6	6	6	6	6	6	2	4	1	1	1	0	0	0	0	1	5	1	1	2	2	0	9	2	2	1	4	2	4	6	0	2	3	2	4	4	2	2	0	0	3	2	1	1	3	5	0	2	0	1	2	1	5	0	3	1	4	2	2	2	2	2	2	2	2	1
OG0005306	3	2	2	2	6	3	2	1	2	1	2	3	1	1	2	1	2	1	2	2	3	1	1	2	2	2	1	2	1	1	1	1	3	1	2	1	2	1	3	1	1	1	2	1	1	1	1	1	1	5	3	5	2	1	2	1	2	1	1	1	1	2	2	3	3	2	3	5	2	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	8	1	1	1	2	2	1	1	2	2	1	3	2	2	3	3	1	2	7	1	1	1	3	3	3	2	2	1	1	3	2	1	2	2	4	2	2	0	1	2	1	5	4	3	1	1	2	2	2	2	2	2	2	3	1
OG0005307	2	1	1	1	4	2	1	1	2	1	2	1	1	1	1	1	2	2	2	1	4	3	1	2	2	1	2	2	1	1	1	1	9	3	2	1	6	1	2	1	2	1	3	2	1	1	1	1	1	3	2	3	1	1	2	1	5	1	1	1	2	2	1	4	1	2	1	3	2	6	6	6	6	6	6	6	6	6	6	5	6	2	4	1	1	1	1	3	0	0	1	2	3	2	2	2	0	3	2	1	0	2	3	1	8	1	1	1	2	1	3	2	2	1	1	2	1	2	1	2	3	2	2	1	1	2	0	5	1	1	1	2	3	2	3	2	2	2	2	2	1
OG0005308	2	1	2	1	6	3	3	1	2	1	2	1	0	1	3	1	2	2	2	1	3	1	1	2	2	1	1	2	4	2	0	1	6	2	2	2	5	1	3	1	1	1	3	2	1	1	1	2	1	3	1	1	1	1	2	3	7	1	1	1	2	3	2	4	2	2	2	7	4	7	7	7	7	7	7	7	7	7	7	7	7	2	3	1	3	1	1	2	1	0	2	3	1	2	2	2	0	8	2	2	2	2	4	2	4	1	1	1	2	3	3	2	2	0	2	4	3	2	1	2	3	2	2	0	2	2	1	5	1	1	2	2	2	2	2	2	2	2	3	1	2
OG0005309	1	2	2	1	3	2	2	1	3	2	5	1	1	1	1	1	2	1	1	0	1	2	5	1	1	2	2	3	1	1	1	1	4	1	3	1	2	1	1	1	3	1	2	1	2	2	2	1	1	5	4	6	1	1	1	2	1	2	1	0	1	2	1	2	2	2	1	4	2	5	5	5	5	6	5	5	5	5	5	5	5	3	3	1	2	1	1	1	1	2	1	1	1	1	2	3	0	2	3	3	1	1	1	1	11	1	1	1	1	2	1	2	10	1	1	3	1	1	1	2	1	2	8	4	1	2	0	3	2	2	1	1	3	3	3	3	3	3	3	1	1
OG0005310	2	2	1	1	4	2	2	1	1	1	2	2	1	2	1	1	1	2	1	2	1	2	1	2	2	2	1	3	2	2	1	1	3	1	2	1	4	1	3	1	2	1	1	1	1	1	1	2	3	6	3	8	1	1	1	3	2	1	1	1	1	2	1	2	0	1	1	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	5	1	1	1	1	1	2	1	2	2	1	1	1	1	0	3	3	2	2	2	1	4	5	1	1	1	3	2	3	3	6	1	2	3	3	1	2	2	3	2	2	3	1	2	3	3	1	2	1	1	6	4	4	4	4	4	4	4	3
OG0005311	3	1	2	1	4	3	2	2	2	2	2	2	1	1	2	1	2	1	2	1	1	1	1	5	1	1	1	2	4	1	1	1	7	2	3	1	1	2	2	1	2	1	1	1	2	2	2	1	1	3	2	3	2	1	1	1	2	1	1	2	1	1	2	5	1	2	1	4	2	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	1	1	1	1	2	2	1	1	2	1	0	4	2	2	0	5	1	2	6	1	1	1	2	3	3	2	2	1	2	2	2	2	1	1	4	2	2	1	1	2	1	5	3	2	1	2	2	2	2	2	2	2	2	1	1
OG0005312	2	2	1	1	5	5	4	2	1	1	2	1	1	1	1	1	1	1	1	1	3	2	1	5	3	2	1	2	1	1	0	1	4	0	2	2	2	1	1	1	2	1	1	1	1	1	1	1	3	6	4	6	1	1	1	0	0	1	1	1	1	1	1	2	0	1	2	4	3	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	3	1	0	0	0	0	1	2	1	1	1	1	0	6	1	1	0	13	1	1	5	0	1	2	1	2	2	1	4	0	0	2	1	0	1	1	2	0	2	2	0	1	0	4	0	1	1	1	1	1	1	1	1	1	1	2	1
OG0005313	2	1	2	1	9	4	4	1	2	2	2	1	1	1	1	1	1	1	1	1	2	3	1	2	2	1	2	2	1	2	1	1	6	1	3	1	2	1	2	1	2	1	1	2	2	2	2	1	1	3	1	3	1	1	2	2	1	1	0	1	1	2	2	3	0	2	4	8	4	6	6	6	6	6	6	6	6	6	6	6	6	1	4	1	1	1	1	0	0	0	1	5	1	2	2	2	0	6	3	2	1	3	1	2	8	0	1	2	1	2	2	2	1	1	2	1	1	1	1	2	3	1	4	0	0	2	0	7	0	1	1	1	2	2	2	2	2	2	2	1	5
OG0005314	2	1	2	1	4	2	2	2	2	1	0	1	1	1	3	2	2	3	2	1	5	0	1	2	4	1	2	2	2	2	1	1	9	0	1	1	4	2	2	1	2	1	2	1	1	1	1	1	1	3	2	3	2	1	1	2	4	0	1	1	1	2	2	0	2	2	2	4	2	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	2	3	0	0	1	2	1	1	2	2	0	3	2	2	2	5	4	2	5	0	1	1	2	2	4	2	1	1	3	2	2	1	1	2	3	6	2	1	2	2	1	3	2	0	1	1	2	2	2	2	2	2	2	2	1
OG0005315	3	1	1	1	4	2	2	1	1	2	2	1	2	1	1	2	3	2	1	2	4	1	1	2	3	1	2	4	1	2	1	1	3	2	6	1	3	1	1	1	1	1	2	1	2	2	3	1	1	3	2	3	1	1	1	1	3	1	1	1	0	1	1	2	1	1	3	5	4	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	2	2	2	2	1	1	1	3	2	1	1	1	3	3	1	1	2	2	2	1	5	1	1	1	2	3	1	1	3	1	1	2	1	1	2	3	2	4	2	1	1	3	1	4	3	1	1	1	1	1	1	1	1	1	1	1	1
OG0005316	2	1	2	1	4	2	2	1	2	1	2	1	1	1	1	1	2	1	1	1	5	1	1	2	2	1	1	4	3	2	1	1	6	2	2	1	4	1	3	1	2	1	1	1	1	1	1	1	1	3	2	3	1	1	7	1	5	2	3	1	1	2	2	9	1	2	2	4	2	7	6	7	8	7	7	6	7	6	6	8	6	2	4	1	1	1	1	1	1	0	1	2	1	2	2	2	0	3	2	1	3	3	2	1	11	1	1	0	2	2	3	1	3	1	1	2	2	5	1	2	2	1	2	1	2	2	1	4	4	1	1	1	2	2	2	2	2	2	2	4	1
OG0005317	4	2	2	1	4	2	3	1	1	1	2	1	1	1	2	1	2	1	2	1	4	1	1	2	1	1	2	2	1	2	1	1	6	2	3	1	2	1	4	1	2	1	1	1	2	2	2	1	1	6	2	3	1	1	1	1	6	1	1	2	1	2	2	4	0	1	3	4	2	3	3	3	3	3	3	3	3	3	3	3	3	1	6	1	3	1	1	3	1	1	1	2	1	1	1	1	1	4	1	1	0	2	4	2	14	1	1	1	1	2	2	1	3	1	1	3	10	1	1	4	4	2	4	1	1	2	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1
OG0005318	1	2	3	1	7	4	4	1	3	1	2	1	1	4	1	1	1	2	1	2	2	1	1	2	1	1	1	2	2	1	0	3	3	1	2	1	2	1	2	4	1	1	2	1	1	1	1	1	1	5	2	5	1	1	1	1	1	1	1	1	1	3	3	2	0	3	2	8	4	10	11	10	10	11	10	12	10	12	12	10	12	3	4	1	1	1	0	1	0	1	3	3	1	1	2	3	0	6	2	2	0	2	2	3	10	1	2	2	3	4	2	2	2	0	1	1	2	1	1	0	4	0	2	1	2	2	0	5	0	1	1	1	5	4	4	3	4	4	3	2	1
OG0005319	2	2	2	1	8	3	4	0	2	1	2	1	1	1	2	1	1	2	2	1	3	1	1	2	3	1	2	2	1	1	1	1	6	3	2	1	2	1	3	1	2	1	2	1	1	1	1	1	1	5	1	3	1	1	2	2	0	1	1	1	1	2	2	2	1	2	2	7	4	6	6	6	6	6	6	6	6	6	6	6	6	2	2	1	1	1	4	4	1	1	1	5	1	1	2	2	1	3	2	2	0	1	2	3	6	1	1	1	3	3	1	2	2	1	2	3	1	1	1	2	3	4	2	0	0	2	2	4	2	1	1	2	3	3	3	3	3	3	3	1	2
OG0005320	2	1	2	1	8	4	4	1	2	1	2	1	1	1	1	1	2	1	1	2	3	1	2	2	1	2	1	4	1	1	2	2	3	1	2	2	3	1	1	1	2	1	1	2	1	1	1	1	1	5	3	4	1	1	1	2	2	0	1	2	1	3	5	2	1	2	6	8	4	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	1	1	1	1	1	4	1	1	2	2	2	5	3	2	1	2	1	1	4	2	1	1	2	2	1	2	1	2	0	3	3	1	1	1	7	2	2	5	1	2	5	6	1	1	1	2	2	2	2	2	2	2	2	1	1
OG0005321	2	1	2	1	6	3	3	2	2	1	4	2	1	2	1	1	2	1	3	1	1	1	2	4	1	1	1	0	1	2	0	2	3	1	1	2	0	1	1	2	2	1	3	3	2	2	2	1	2	3	1	4	2	2	3	0	0	4	0	0	0	2	2	1	0	2	3	4	4	3	4	3	4	4	3	3	3	3	4	3	3	2	2	1	1	1	1	1	0	0	1	3	1	0	2	2	0	5	2	2	1	3	3	7	9	0	1	1	2	3	1	2	2	0	0	2	0	0	0	0	4	0	2	0	0	1	0	6	0	0	0	2	2	2	2	2	1	2	1	2	0
OG0005322	2	2	1	2	2	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	1	2	1	2	4	1	2	1	6	1	2	2	4	1	1	1	2	1	2	2	1	1	1	2	1	6	5	7	1	1	4	1	2	2	2	4	1	1	1	2	0	2	0	2	1	3	3	3	3	3	4	3	3	3	3	3	3	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	3	2	1	1	8	1	1	1	1	2	3	1	2	2	1	4	1	1	1	2	3	2	2	0	1	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1
OG0005323	1	1	1	1	4	2	2	1	1	3	1	2	2	2	3	1	2	2	2	1	2	4	2	2	3	1	1	2	3	1	1	2	3	1	3	1	2	1	3	1	2	1	2	1	1	1	1	1	4	3	2	3	1	2	2	1	1	4	1	1	1	1	1	3	1	1	1	4	2	4	4	4	4	4	5	4	5	4	4	4	4	2	2	1	2	1	3	1	1	2	2	3	1	4	1	1	2	6	1	1	1	3	2	1	3	1	4	2	1	2	1	1	1	1	0	2	1	2	3	2	2	2	4	0	1	1	1	4	1	1	1	5	1	1	1	1	1	1	1	5	3
OG0005324	2	1	1	1	3	1	1	1	1	1	2	1	2	1	2	2	4	2	2	1	3	3	1	2	1	1	1	3	1	1	0	1	13	4	2	1	4	1	3	1	2	1	2	1	1	1	1	0	1	5	2	3	1	1	0	0	2	1	1	1	1	1	1	3	0	1	1	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	3	1	1	1	2	0	0	0	1	1	2	1	3	1	0	2	1	1	1	2	3	3	1	0	1	1	1	1	2	1	3	0	0	1	1	0	1	2	2	2	2	1	0	2	0	2	0	0	1	1	1	1	1	1	1	1	1	1	1
OG0005325	1	2	1	1	5	3	3	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	1	2	3	1	3	2	1	1	1	2	3	1	3	1	2	1	1	1	1	1	1	1	3	2	1	1	1	8	3	9	1	1	1	3	3	1	1	3	1	1	2	8	3	1	4	5	3	3	3	3	3	3	3	3	3	3	3	3	3	1	8	1	4	1	1	3	0	2	1	5	1	1	1	3	2	3	3	1	0	2	1	1	8	1	1	1	1	3	1	1	2	1	4	1	1	1	1	0	1	1	2	2	1	2	5	3	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0005326	1	2	1	1	2	2	1	2	1	1	3	1	0	1	4	1	1	1	6	4	1	1	2	3	3	3	1	2	1	2	0	1	6	1	2	3	2	1	3	1	3	1	1	1	2	1	2	1	1	4	1	3	2	2	1	0	0	1	1	6	1	1	1	2	0	1	2	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	2	1	1	0	0	0	0	1	1	1	1	1	1	0	2	1	1	2	4	1	1	7	0	2	1	1	1	2	1	4	0	0	1	1	3	1	2	1	0	7	3	0	1	0	2	0	1	1	1	1	1	1	1	1	1	1	1	0
OG0005327	2	1	2	2	4	2	2	1	2	1	2	1	1	1	2	1	2	2	2	1	2	1	1	2	3	1	2	4	1	2	1	1	6	2	3	2	2	1	2	1	2	1	2	2	2	2	2	1	1	3	2	3	1	1	2	1	3	1	1	2	2	2	2	2	1	2	2	4	3	6	6	6	6	6	6	6	6	6	6	6	6	2	4	1	1	1	2	1	1	1	2	1	1	1	2	2	2	3	2	2	0	2	2	2	9	1	1	1	1	3	2	2	2	0	2	3	1	1	1	2	4	1	2	0	2	2	1	2	2	1	2	3	2	2	2	2	2	2	2	4	1
OG0005328	1	1	3	1	7	3	2	2	2	1	2	1	2	1	1	3	2	1	1	1	1	1	1	5	1	3	1	2	1	2	1	1	6	1	2	1	3	1	1	2	3	2	2	1	1	2	1	1	1	4	2	2	2	1	1	1	1	2	1	3	1	3	2	7	1	2	2	5	5	6	7	7	7	7	7	7	7	7	7	7	6	2	4	1	1	1	1	1	1	1	2	2	1	1	2	2	1	6	3	2	1	9	3	2	12	1	1	1	1	2	1	2	2	1	1	2	3	1	1	1	2	1	7	1	1	2	1	3	1	1	1	1	2	2	2	2	2	2	2	1	1
OG0005329	1	1	1	1	4	2	2	2	1	1	2	2	1	2	2	1	2	1	2	1	2	2	1	4	1	1	2	4	1	2	1	2	6	2	1	1	5	2	2	1	1	1	2	2	1	1	2	1	2	3	2	3	3	1	1	1	2	0	1	1	1	1	1	6	1	1	1	2	2	3	3	3	3	3	3	3	3	3	3	3	3	1	2	3	1	1	1	1	3	1	1	3	1	2	1	1	1	3	1	1	0	5	4	2	4	1	1	2	1	2	3	1	3	1	1	2	1	1	1	2	1	1	4	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1
OG0005330	0	86	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005331	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	7	0	0	0	9	0	17	7	17	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005332	0	1	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0
OG0005333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0005334	2	2	2	2	5	2	2	2	1	1	2	2	1	2	1	2	2	1	1	2	1	1	2	3	1	2	2	2	1	2	2	2	0	1	2	2	1	2	3	2	3	1	2	2	1	1	1	2	1	3	1	3	2	3	3	2	0	1	1	1	1	2	2	2	1	1	1	13	2	11	12	12	13	12	14	14	10	14	15	13	13	1	2	1	1	1	1	9	1	1	1	2	1	1	2	2	0	3	1	1	0	2	5	5	4	2	1	1	2	3	1	4	3	1	1	1	1	1	1	2	5	1	4	1	0	1	2	5	1	1	2	1	5	7	9	6	6	5	4	0	1
OG0005335	2	1	2	1	5	2	2	2	2	1	2	2	1	2	2	1	2	2	1	1	2	1	1	3	1	1	1	4	2	2	1	2	6	1	2	1	2	2	2	2	2	2	2	1	1	1	1	1	2	3	2	2	2	1	2	1	2	1	1	1	1	2	2	2	1	2	1	4	2	7	6	6	6	6	6	6	6	6	6	6	6	2	4	2	1	1	1	1	1	0	2	3	1	2	2	1	2	4	1	2	0	4	2	2	9	1	2	2	1	3	4	2	2	1	1	2	2	1	1	1	4	1	2	0	1	2	1	3	1	1	1	2	2	2	2	2	2	2	2	2	1
OG0005336	1	2	1	2	4	2	2	1	1	2	1	1	1	1	2	1	2	1	2	1	2	1	1	2	3	2	1	2	2	2	0	1	2	1	4	2	2	1	1	1	1	1	1	2	2	2	2	2	2	6	4	6	1	1	3	3	2	1	1	2	1	1	1	7	1	1	1	4	4	4	3	3	4	3	3	3	3	3	3	3	3	1	2	1	2	1	3	2	1	0	1	2	1	1	1	1	1	2	1	1	1	2	2	1	6	1	1	1	2	2	2	1	2	1	9	1	1	1	1	1	1	2	2	1	1	1	1	4	3	5	1	2	1	1	1	1	1	1	1	1	2
OG0005337	2	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1	1	1	2	2	3	3	1	4	1	2	1	1	2	2	0	2	9	2	1	1	2	2	2	1	2	1	1	1	1	1	1	1	2	6	2	6	2	1	2	2	15	1	1	1	1	1	1	2	0	1	0	2	1	3	3	3	3	3	3	3	3	3	3	3	3	1	2	1	1	1	0	6	0	0	1	1	1	1	1	1	0	1	1	1	0	3	3	2	2	0	3	3	1	1	2	1	0	0	0	0	0	1	1	1	0	0	2	0	1	1	0	2	4	1	2	1	1	1	1	1	1	1	1	2	1
OG0005338	2	1	1	3	7	1	1	2	1	1	2	1	0	2	1	1	1	1	2	1	1	1	3	4	2	1	1	3	1	2	1	2	6	2	2	2	2	1	2	1	1	1	1	1	1	1	1	2	2	6	2	4	2	1	2	1	2	0	1	1	1	1	3	2	0	2	4	5	1	3	3	4	4	4	4	3	4	3	3	3	3	1	2	1	1	2	1	2	0	0	1	1	0	3	1	1	0	2	2	2	1	4	2	1	2	0	1	2	1	2	2	1	2	1	1	1	0	2	2	1	1	1	2	3	0	1	0	2	2	0	0	2	1	1	1	1	1	1	1	1	1
